"Character","Node"
"Priscilla","5, 4"
"Professor Dingo","13, 17"
"Quebec Bagnet","55, 34, 49, 27"
"Reverend Chadband","19, 54, 25"
"Richard Carstone","64, 44, 46, 13, 9, 61, 67, 17, 4, 3, 65, 43, 35, 37, 39, 60, 24, 23, 14, 5, 51, 59, 62, 18, 50, 20, 6, 30, 45, 8"
"Rosa","63, 7, 28, 16, 12, 48"
"Sir Dedlock","27, 29, 48, 9, 62, 40, 66, 49, 7, 28, 41, 54, 2, 52, 16, 58, 57, 53, 63, 36, 56, 18, 55, 43, 12"
"Sladdery","58, 2"
"Thomas","40"
"Tom Neckett","23, 31, 15, 67"
"Vholes","51, 37, 45, 62, 39, 60, 65, 43"
"Volumnia Dedlock","58, 40, 41, 53, 28, 66, 56"
"Watt Rouncewell","63, 7, 12"
"William Buffy","28, 66, 53, 12, 58"
"William Guppy","9, 32, 64, 44, 39, 19, 20, 54, 38, 13, 4, 7, 33, 29, 21, 62, 55, 24, 48, 14"
"Woolwich Bagnet","27, 55, 52, 34, 49"
