"source" "target" "tag"
"275" 37 38 "Mrs Boffin"
"276" 27 38 "Silas Wegg"
"277" 37 38 "Sophronia Akershem"
"278" 36 39 "Captain Joey"
"279" 23 39 "George Jones"
"280" 38 39 "John Harmon"
"281" 38 39 "Mr Boffin"
"282" 24 39 "MrVenus"
"283" 38 39 "Silas Wegg"
"284" 38 40 "Bella Wilfer"
"285" 39 40 "John Harmon"
"286" 39 40 "Mr Boffin"
"287" 38 40 "Mrs Boffin"
"288" 39 40 "MrVenus"
"289" 36 40 "Pleasant Riderhood"
"290" 39 40 "Silas Wegg"
"291" 38 41 "Alfred Lammle"
"292" 31 41 "Betty Higden"
"293" 40 41 "John Harmon"
"294" 31 41 "Johnny"
"295" 35 41 "Lizzie Hexam"
"296" 40 41 "Mr Boffin"
"297" 40 42 "Bella Wilfer"
"298" 41 42 "Betty Higden"
"299" 41 42 "John Harmon"
"300" 41 42 "Johnny"
"301" 37 42 "Lavinia Wilfer"
"302" 41 42 "Lizzie Hexam"
"303" 41 42 "Mr Boffin"
"304" 36 42 "Mr Riah"
"305" 40 42 "Mrs Boffin"
"306" 27 42 "Mrs Milvey"
"307" 27 42 "Reverend  FrankMilvey"
"308" 31 42 "Sloppy"
"309" 32 43 "Bradley Headstone"
"310" 33 43 "Eugene Wrayburn"
"311" 36 43 "Jenny Wren"
"312" 42 43 "Lizzie Hexam"
"313" 37 43 "Mortimer Lightwood"
"314" 35 43 "Mr Dolls"
"315" 42 43 "Mr Riah"
"316" 43 44 "Bradley Headstone"
"317" 43 44 "Eugene Wrayburn"
"318" 33 44 "Gaffer Hexam"
"319" 43 44 "Lizzie Hexam"
"320" 32 44 "Miss Peecher"
"321" 43 44 "Mortimer Lightwood"
"322" 36 44 "Rogue Riderhood"
"323" 41 45 "Alfred Lammle"
"324" 38 45 "Fledgeby"
"325" 38 45 "Georgiana Podsnap"
"326" 42 45 "John Harmon"
"327" 42 45 "Mr Boffin"
"328" 43 45 "Mr Riah"
"329" 38 45 "Sophronia Akershem"
"330" 45 46 "Fledgeby"
"331" 43 46 "Jenny Wren"
"332" 44 46 "Lizzie Hexam"
"333" 33 46 "Lord Snigsworth"
"334" 33 46 "Melvin Twemlow"
"335" 45 46 "Mr Riah"
"336" 45 47 "Alfred Lammle"
"337" 45 47 "Mr Boffin"
"338" 40 47 "MrVenus"
"339" 40 47 "Silas Wegg"
"340" 42 47 "Sloppy"
"341" 45 47 "Sophronia Akershem"
"342" 42 48 "Bella Wilfer"
"343" 39 48 "George Jones"
"344" 45 48 "John Harmon"
"345" 47 48 "Mr Boffin"
"346" 38 48 "Mr Wilfer"
"347" 42 48 "Mrs Boffin"
"348" 47 48 "Sophronia Akershem"
"349" 48 49 "Bella Wilfer"
