"Character","Node"
"Mr Raddle","32, 46"
"Mr Simpson","42"
"Mr Skimpin","34"
"Mr Slasher","32"
"Mr Smangle","41, 42, 45, 44"
"Mr Smithies","2"
"Mr Smouch","40"
"Mr Snicks","47"
"Mr Staple","7"
"Mr Stareleigh","34"
"Mr Stiggins","52, 33, 45, 27"
"Mr Struggles","7"
"Mr Trundle","18, 11, 16, 8, 17, 4, 19, 6, 57, 54, 30, 28"
"Mr Tuckle","37"
"Mr Wardle","17, 5, 11, 16, 7, 30, 19, 6, 10, 57, 18, 54, 28, 9, 8, 4"
"Mr Watty","31"
"Mr Whiffers","37"
"Mr Wicks","20"
"Mrs Budger","2"
"Mrs Bulder","2"
"Mrs Bunkin","34"
"Mrs Cluppins","34, 26, 46"
"Mrs Craddock","36, 37"
"Mrs Dowler","35, 38, 36"
"Mrs Hunter","15"
"Mrs Mudberry","34"
"Mrs Nupkins","25"
"Mrs Porkenham","25"
"Mrs Pott","14, 18, 51, 13, 15"
"Mrs Raddle","46, 32"
"Mrs Rogers","46"
"Mrs Sanders","26, 46, 34"
"Mrs Smithe","2"
"Mrs Tomlinson","2"
"Mrs Wardle","48, 9, 57, 16, 34, 8, 6, 11, 28, 26, 30"
"Mrs Weller","22, 45, 52, 27, 10, 55"
"Mrs Wugsby","36, 35"
"Muzzle","25, 24, 39"
"Nathaniel Pipkin","17"
"Nathaniel Winkle","31, 6, 24, 12, 5, 30, 17, 2, 3, 56, 15, 48, 25, 13, 1, 57, 39, 19, 34, 8, 18, 47, 38, 35, 36, 53, 4, 51, 7, 54, 11, 50, 44, 37, 14, 28, 32"
"Neddy","43, 44, 42"
"Old Lobbs","17"
"Peter Magnus","22, 24"
"Prince Bladud","36"
"Pruffle","39"
"Quanko Samba","7"
"Rachael Wardle","8, 18, 9, 4, 10, 7"
"Richard Upwitch","34"
"Sam","2"
"Sam Weller","28, 51, 23, 45, 34, 27, 30, 24, 16, 10, 57, 44, 52, 41, 35, 40, 33, 43, 12, 25, 55, 38, 15, 20, 13, 18, 46, 17, 22, 26, 31, 48, 50, 47, 37, 19, 39, 56, 42"
"Samuel Pickwick","12, 22, 57, 23, 34, 2, 13, 27, 10, 35, 9, 45, 28, 51, 8, 24, 6, 16, 47, 52, 18, 36, 40, 3, 41, 44, 54, 33, 46, 39, 1, 32, 21, 48, 4, 20, 38, 37, 14, 31, 19, 53, 42, 7, 50, 43, 17, 15, 11, 25, 5, 56, 26, 30"
"Serjeant Buzfuz","34"
"Serjeant Snubbin","34, 31"
"Sir Geoffrey Manning","18, 19"
"Sir Thomas Blazo","53"
"Sololomon Lucas","15"
"Solomon Pell","55, 43, 47"
"Thomas Burton","33"
"Thomas Clubber","2"
"Thomas Groffin","34"
"Tom Bardell","46, 12, 26, 34"
"Tom Cripps","48, 38, 50"
"Tom Martin","42"
"Tom Roker","44, 45, 43, 41, 42"
"Tom Smart","49, 14, 48"
"Tom Wildspark","33"
"Tommy","2"
"Tony Weller","28, 20, 57, 22, 18, 31, 40, 12, 35, 47, 24, 36, 42, 51, 48, 44, 27, 16, 38, 41, 17, 55, 14, 15, 33, 10, 13, 43, 37, 56, 26, 34, 52, 19, 25, 50, 23, 45, 21, 30, 39"
"Tracy Tupman","47, 12, 15, 28, 4, 34, 14, 13, 57, 11, 22, 44, 42, 24, 18, 35, 3, 8, 25, 26, 30, 19, 5, 1, 32, 2, 31, 7, 9, 6"
"Wilkins","19"
"Wilkins Flasher","55"
