"Character","Node","Type","Appearances"
"Marquess of Filletoville",49,"Last Appearance",1
"Marquess of Filletoville",49,"First Appearance",1
"Martha Bardell",12,"First Appearance",12
"Martha Bardell",57,"Last Appearance",12
"Mary",57,"Last Appearance",13
"Mary",5,"First Appearance",13
"Miss Bolo",35,"Last Appearance",1
"Miss Bolo",35,"First Appearance",1
"Miss Bulder",2,"Last Appearance",1
"Miss Bulder",2,"First Appearance",1
"Miss Gwynn",16,"Last Appearance",1
"Miss Gwynn",16,"First Appearance",1
"Miss Nupkins",25,"Last Appearance",1
"Miss Nupkins",25,"First Appearance",1
"Miss Smithers",20,"Last Appearance",2
"Miss Smithers",16,"First Appearance",2
"Miss Tomkins",16,"Last Appearance",1
"Miss Tomkins",16,"First Appearance",1
"Miss Witherfield",24,"Last Appearance",1
"Miss Witherfield",24,"First Appearance",1
"Misses Clubber",2,"First Appearance",1
"Misses Clubber",2,"Last Appearance",1
"Misses Matinter",35,"Last Appearance",1
"Misses Matinter",35,"First Appearance",1
"Misses Smithie",2,"Last Appearance",1
"Misses Smithie",2,"First Appearance",1
"Mr Ayresleigh",40,"Last Appearance",1
"Mr Ayresleigh",40,"First Appearance",1
"Mr Blotton",11,"First Appearance",1
"Mr Blotton",11,"Last Appearance",1
"Mr Crawley",35,"Last Appearance",1
"Mr Crawley",35,"First Appearance",1
"Mr Crushton",36,"Last Appearance",2
"Mr Crushton",35,"First Appearance",2
"Mr Dowler",39,"Last Appearance",5
"Mr Dowler",35,"First Appearance",5
"Mr Dumkins",7,"Last Appearance",1
"Mr Dumkins",7,"First Appearance",1
"Mr Grundy",20,"Last Appearance",1
"Mr Grundy",20,"First Appearance",1
"Mr Gunter",32,"Last Appearance",1
"Mr Gunter",32,"First Appearance",1
"Mr Hunter",15,"Last Appearance",1
"Mr Hunter",15,"First Appearance",1
"Mr Jinkins",14,"Last Appearance",1
"Mr Jinkins",14,"First Appearance",1
"Mr Jinks",24,"First Appearance",2
"Mr Jinks",25,"Last Appearance",2
"Mr Lowten",20,"First Appearance",8
"Mr Lowten",54,"Last Appearance",8
"Mr Luffey",7,"Last Appearance",1
"Mr Luffey",7,"First Appearance",1
"Mr Mallard",34,"Last Appearance",2
"Mr Mallard",31,"First Appearance",2
"Mr Miller",6,"First Appearance",1
"Mr Miller",6,"Last Appearance",1
"Mr Mivins",41,"First Appearance",4
"Mr Mivins",45,"Last Appearance",4
"Mr Namby",40,"Last Appearance",1
"Mr Namby",40,"First Appearance",1
"Mr Noddy",32,"Last Appearance",1
"Mr Noddy",32,"First Appearance",1
"Mr Nupkins",39,"Last Appearance",4
"Mr Nupkins",24,"First Appearance",4
"Mr Perker",57,"Last Appearance",16
"Mr Perker",10,"First Appearance",16
"Mr Phunky",34,"Last Appearance",2
"Mr Phunky",31,"First Appearance",2
"Mr Podder",7,"Last Appearance",1
"Mr Podder",7,"First Appearance",1
"Mr Porkenham",25,"Last Appearance",1
"Mr Porkenham",25,"First Appearance",1
"Mr Pott",51,"Last Appearance",5
"Mr Pott",13,"First Appearance",5
"Mr Price",40,"First Appearance",1
"Mr Price",40,"Last Appearance",1
"Mr Raddle",46,"Last Appearance",2
"Mr Raddle",32,"First Appearance",2
"Mr Simpson",42,"Last Appearance",1
"Mr Simpson",42,"First Appearance",1
"Mr Skimpin",34,"Last Appearance",1
"Mr Skimpin",34,"First Appearance",1
"Mr Slasher",32,"First Appearance",1
"Mr Slasher",32,"Last Appearance",1
"Mr Smangle",45,"Last Appearance",4
"Mr Smangle",41,"First Appearance",4
"Mr Smithies",2,"Last Appearance",1
"Mr Smithies",2,"First Appearance",1
"Mr Smouch",40,"Last Appearance",1
"Mr Smouch",40,"First Appearance",1
"Mr Snicks",47,"Last Appearance",1
"Mr Snicks",47,"First Appearance",1
"Mr Staple",7,"Last Appearance",1
"Mr Staple",7,"First Appearance",1
"Mr Stareleigh",34,"Last Appearance",1
"Mr Stareleigh",34,"First Appearance",1
"Mr Stiggins",52,"Last Appearance",4
"Mr Stiggins",27,"First Appearance",4
"Mr Struggles",7,"Last Appearance",1
"Mr Struggles",7,"First Appearance",1
"Mr Trundle",4,"First Appearance",12
"Mr Trundle",57,"Last Appearance",12
"Mr Tuckle",37,"Last Appearance",1
"Mr Tuckle",37,"First Appearance",1
"Mr Wardle",57,"Last Appearance",16
"Mr Wardle",4,"First Appearance",16
"Mr Watty",31,"Last Appearance",1
"Mr Watty",31,"First Appearance",1
"Mr Whiffers",37,"First Appearance",1
"Mr Whiffers",37,"Last Appearance",1
"Mr Wicks",20,"Last Appearance",1
"Mr Wicks",20,"First Appearance",1
"Mrs Budger",2,"Last Appearance",1
"Mrs Budger",2,"First Appearance",1
"Mrs Bulder",2,"Last Appearance",1
"Mrs Bulder",2,"First Appearance",1
"Mrs Bunkin",34,"Last Appearance",1
"Mrs Bunkin",34,"First Appearance",1
"Mrs Cluppins",46,"Last Appearance",3
"Mrs Cluppins",26,"First Appearance",3
"Mrs Craddock",37,"Last Appearance",2
"Mrs Craddock",36,"First Appearance",2
"Mrs Dowler",38,"Last Appearance",3
"Mrs Dowler",35,"First Appearance",3
"Mrs Hunter",15,"Last Appearance",1
"Mrs Hunter",15,"First Appearance",1
"Mrs Mudberry",34,"First Appearance",1
"Mrs Mudberry",34,"Last Appearance",1
"Mrs Nupkins",25,"First Appearance",1
"Mrs Nupkins",25,"Last Appearance",1
"Mrs Porkenham",25,"Last Appearance",1
"Mrs Porkenham",25,"First Appearance",1
"Mrs Pott",51,"Last Appearance",5
"Mrs Pott",13,"First Appearance",5
"Mrs Raddle",32,"First Appearance",2
"Mrs Raddle",46,"Last Appearance",2
"Mrs Rogers",46,"First Appearance",1
"Mrs Rogers",46,"Last Appearance",1
"Mrs Sanders",46,"Last Appearance",3
"Mrs Sanders",26,"First Appearance",3
"Mrs Smithe",2,"Last Appearance",1
"Mrs Smithe",2,"First Appearance",1
"Mrs Tomlinson",2,"Last Appearance",1
"Mrs Tomlinson",2,"First Appearance",1
"Mrs Wardle",57,"Last Appearance",11
"Mrs Wardle",6,"First Appearance",11
"Mrs Weller",55,"Last Appearance",6
"Mrs Weller",10,"First Appearance",6
"Mrs Wugsby",36,"Last Appearance",2
"Mrs Wugsby",35,"First Appearance",2
"Muzzle",39,"Last Appearance",3
"Muzzle",24,"First Appearance",3
"Nathaniel Pipkin",17,"Last Appearance",1
"Nathaniel Pipkin",17,"First Appearance",1
"Nathaniel Winkle",1,"First Appearance",37
"Nathaniel Winkle",57,"Last Appearance",37
"Neddy",44,"Last Appearance",3
"Neddy",42,"First Appearance",3
"Old Lobbs",17,"Last Appearance",1
"Old Lobbs",17,"First Appearance",1
"Peter Magnus",24,"Last Appearance",2
"Peter Magnus",22,"First Appearance",2
"Prince Bladud",36,"First Appearance",1
"Prince Bladud",36,"Last Appearance",1
"Pruffle",39,"Last Appearance",1
"Pruffle",39,"First Appearance",1
"Quanko Samba",7,"Last Appearance",1
"Quanko Samba",7,"First Appearance",1
"Rachael Wardle",18,"Last Appearance",6
"Rachael Wardle",4,"First Appearance",6
"Richard Upwitch",34,"Last Appearance",1
"Richard Upwitch",34,"First Appearance",1
"Sam",2,"Last Appearance",1
"Sam",2,"First Appearance",1
"Sam Weller",57,"Last Appearance",39
"Sam Weller",10,"First Appearance",39
"Samuel Pickwick",57,"Last Appearance",54
"Samuel Pickwick",1,"First Appearance",54
"Serjeant Buzfuz",34,"Last Appearance",1
"Serjeant Buzfuz",34,"First Appearance",1
"Serjeant Snubbin",31,"First Appearance",2
"Serjeant Snubbin",34,"Last Appearance",2
"Sir Geoffrey Manning",19,"Last Appearance",2
"Sir Geoffrey Manning",18,"First Appearance",2
"Sir Thomas Blazo",53,"Last Appearance",1
"Sir Thomas Blazo",53,"First Appearance",1
"Sololomon Lucas",15,"Last Appearance",1
"Sololomon Lucas",15,"First Appearance",1
"Solomon Pell",43,"First Appearance",3
"Solomon Pell",55,"Last Appearance",3
"Thomas Burton",33,"Last Appearance",1
"Thomas Burton",33,"First Appearance",1
"Thomas Clubber",2,"Last Appearance",1
"Thomas Clubber",2,"First Appearance",1
"Thomas Groffin",34,"Last Appearance",1
"Thomas Groffin",34,"First Appearance",1
"Tom Bardell",46,"Last Appearance",4
"Tom Bardell",12,"First Appearance",4
"Tom Cripps",50,"Last Appearance",3
"Tom Cripps",38,"First Appearance",3
"Tom Martin",42,"Last Appearance",1
"Tom Martin",42,"First Appearance",1
"Tom Roker",45,"Last Appearance",5
"Tom Roker",41,"First Appearance",5
"Tom Smart",49,"Last Appearance",3
"Tom Smart",14,"First Appearance",3
"Tom Wildspark",33,"First Appearance",1
"Tom Wildspark",33,"Last Appearance",1
"Tommy",2,"First Appearance",1
"Tommy",2,"Last Appearance",1
"Tony Weller",57,"Last Appearance",41
"Tony Weller",10,"First Appearance",41
"Tracy Tupman",57,"Last Appearance",30
"Tracy Tupman",1,"First Appearance",30
"Wilkins",19,"First Appearance",1
"Wilkins",19,"Last Appearance",1
"Wilkins Flasher",55,"First Appearance",1
"Wilkins Flasher",55,"Last Appearance",1
