"source" "target" "tag"
"619" 116 119 "Mr Dombey"
"620" 114 119 "Paul Dombey"
"621" 117 119 "Solomon Gills"
"622" 118 119 "Susan Nipper"
"623" 118 119 "Walter Gay"
"624" 119 120 "Captain Cuttle"
"625" 108 120 "Mr Carker"
"626" 119 120 "Walter Gay"
"627" 120 121 "Captain Cuttle"
"628" 120 121 "Walter Gay"
"629" 114 122 "Major Bagstock"
"630" 119 122 "Mr Dombey"
"631" 111 123 "Lucretia Tox"
"632" 122 123 "Major Bagstock"
"633" 122 123 "Mr Dombey"
"634" 109 123 "Mrs Dombey I"
"635" 123 124 "Lucretia Tox"
"636" 123 124 "Major Bagstock"
"637" 123 124 "Mr Dombey"
"638" 98 124 "Mr Toodle"
"639" 116 124 "Mrs Polly Toodle"
"640" 122 124 "The Native"
"641" 113 124 "Towlinson"
"642" 119 125 "Florence Dombey"
"643" 124 125 "Major Bagstock"
"644" 124 125 "Mr Dombey"
"645" 124 125 "Mrs Polly Toodle"
"646" 124 125 "The Native"
"647" 125 126 "Florence Dombey"
"648" 125 126 "Mr Dombey"
"649" 125 127 "Major Bagstock"
"650" 126 127 "Mr Dombey"
"651" 125 127 "The Native"
"652" 127 128 "Major Bagstock"
"653" 127 128 "Mr Dombey"
"654" 128 129 "Major Bagstock"
"655" 128 129 "Mr Dombey"
"656" 58 129 "Mrs Dombey II"
"657" 129 130 "Major Bagstock"
"658" 129 130 "Mr Dombey"
"659" 129 130 "Mrs Dombey II"
"660" 129 130 "Mrs Skewton"
"661" 130 131 "Major Bagstock"
"662" 130 131 "Mr Dombey"
"663" 130 131 "Mrs Dombey II"
"664" 130 131 "Mrs Skewton"
"665" 127 131 "The Native"
"666" 130 131 "Withers"
"667" 130 132 "Cousin Feenix"
"668" 131 132 "Major Bagstock"
"669" 131 132 "Mr Dombey"
"670" 131 132 "Mrs Dombey II"
"671" 131 132 "Mrs Skewton"
"672" 131 132 "Withers"
"673" 126 133 "Florence Dombey"
"674" 132 133 "Mr Dombey"
"675" 132 133 "Mrs Dombey II"
"676" 132 133 "Mrs Skewton"
"677" 80 134 "James Carker"
"678" 120 134 "Mr Carker"
"679" 121 135 "Captain Cuttle"
"680" 134 135 "Harriet Carker"
"681" 134 135 "James Carker"
"682" 134 135 "Mr Carker"
"683" 133 135 "Mr Dombey"
"684" 108 135 "Mr Perch"
"685" 119 135 "Solomon Gills"
"686" 135 136 "Mr Carker"
"687" 135 136 "Mr Perch"
"688" 124 136 "Mr Toodle"
"689" 108 136 "Mrs Perch"
"690" 31 136 "Robin Toodle"
"691" 135 136 "Solomon Gills"
"692" 136 137 "Mr Carker"
"693" 136 137 "Mr Perch"
"694" 136 137 "Robin Toodle"
"695" 136 137 "Solomon Gills"
"696" 137 138 "Mr Carker"
"697" 136 138 "Mr Toodle"
"698" 125 138 "Mrs Polly Toodle"
"699" 137 138 "Robin Toodle"
"700" 138 139 "Mr Carker"
"701" 135 139 "Mr Dombey"
"702" 138 139 "Mrs Polly Toodle"
"703" 115 140 "Diogenes"
"704" 133 140 "Florence Dombey"
"705" 139 140 "Mr Carker"
"706" 139 140 "Mr Dombey"
"707" 91 140 "Mr Feeder"
"708" 114 140 "Mr Toots"
"709" 119 140 "Susan Nipper"
"710" 140 141 "Florence Dombey"
"711" 140 141 "Mr Dombey"
"712" 140 141 "Mr Toots"
"713" 140 141 "Susan Nipper"
"714" 140 142 "Diogenes"
"715" 140 142 "Mr Carker"
"716" 141 142 "Mr Dombey"
"717" 141 142 "Mr Toots"
"718" 141 142 "Susan Nipper"
"719" 142 143 "Diogenes"
"720" 141 143 "Florence Dombey"
"721" 142 143 "Susan Nipper"
"722" 124 143 "Towlinson"
"723" 143 144 "Florence Dombey"
"724" 142 144 "Mr Dombey"
"725" 144 145 "Florence Dombey"
"726" 110 145 "Lady Skettles"
"727" 144 145 "Mr Dombey"
"728" 137 145 "Mr Perch"
"729" 136 145 "Mrs Perch"
"730" 143 145 "Susan Nipper"
"731" 121 145 "Walter Gay"
"732" 135 146 "Captain Cuttle"
"733" 145 146 "Florence Dombey"
"734" 93 146 "Mr Brogley"
"735" 139 146 "Mrs Polly Toodle"
"736" 137 146 "Solomon Gills"
"737" 145 146 "Susan Nipper"
"738" 145 146 "Walter Gay"
"739" 114 147 "Alex Macstinger"
"740" 146 147 "Captain Cuttle"
"741" 146 147 "Florence Dombey"
"742" 146 147 "Susan Nipper"
"743" 96 148 "Captain Bunsby"
"744" 147 148 "Captain Cuttle"
"745" 147 148 "Florence Dombey"
"746" 147 148 "Susan Nipper"
"747" 146 148 "Walter Gay"
"748" 147 149 "Alex Macstinger"
"749" 148 149 "Captain Bunsby"
"750" 148 149 "Captain Cuttle"
"751" 148 149 "Florence Dombey"
"752" 148 149 "Susan Nipper"
"753" 148 149 "Walter Gay"
"754" 149 150 "Captain Bunsby"
"755" 149 150 "Captain Cuttle"
"756" 149 150 "Florence Dombey"
"757" 149 150 "Susan Nipper"
"758" 149 150 "Walter Gay"
"759" 150 151 "Captain Bunsby"
"760" 150 151 "Captain Cuttle"
"761" 150 151 "Florence Dombey"
"762" 27 151 "John"
"763" 145 151 "Mr Perch"
"764" 138 151 "Robin Toodle"
"765" 150 151 "Susan Nipper"
"766" 151 152 "Captain Cuttle"
"767" 151 152 "Florence Dombey"
"768" 151 152 "Robin Toodle"
"769" 151 152 "Susan Nipper"
"770" 91 153 "Barnet Skettles Jr"
