"source" "target" "tag"
"235" 72 73 "Mr Kenwigs"
"236" 72 73 "Mr Lillyvick"
"237" 72 73 "Mrs Kenwigs"
"238" 72 73 "Newman Noggs"
"239" 72 73 "The Misses Kenwigses"
"240" 73 74 "Henrietta Petowker"
"241" 71 74 "Mr Crowl"
"242" 73 74 "Mr Kenwigs"
"243" 73 74 "Mrs Kenwigs"
"244" 73 74 "Newman Noggs"
"245" 73 74 "The Misses Kenwigses"
"246" 74 75 "Mr Crowl"
"247" 74 75 "Mr Kenwigs"
"248" 74 75 "Newman Noggs"
"249" 69 75 "Nicholas Nickleby"
"250" 69 75 "Smike"
"251" 75 76 "Newman Noggs"
"252" 75 76 "Nicholas Nickleby"
"253" 62 76 "Ralph Nickleby"
"254" 68 76 "Wackford Squeers"
"255" 74 77 "Henrietta Petowker"
"256" 73 77 "Morleena Kenwigs"
"257" 75 77 "Mr Kenwigs"
"258" 73 77 "Mr Lillyvick"
"259" 74 77 "Mrs Kenwigs"
"260" 76 77 "Newman Noggs"
"261" 76 77 "Nicholas Nickleby"
"262" 75 77 "Smike"
"263" 74 77 "The Misses Kenwigses"
"264" 77 78 "Henrietta Petowker"
"265" 75 78 "Mr Crowl"
"266" 77 78 "Mr Kenwigs"
"267" 77 78 "Mr Lillyvick"
"268" 77 78 "Mrs Kenwigs"
"269" 77 78 "Newman Noggs"
"270" 77 78 "Nicholas Nickleby"
"271" 78 79 "Henrietta Petowker"
"272" 78 79 "Mr Kenwigs"
"273" 78 79 "Mr Lillyvick"
"274" 78 79 "Mrs Kenwigs"
"275" 78 79 "Newman Noggs"
"276" 78 79 "Nicholas Nickleby"
"277" 77 79 "The Misses Kenwigses"
"278" 79 80 "Newman Noggs"
"279" 79 80 "Nicholas Nickleby"
"280" 77 80 "Smike"
"281" 80 81 "Newman Noggs"
"282" 80 81 "Nicholas Nickleby"
"283" 80 81 "Smike"
"284" 81 82 "Nicholas Nickleby"
"285" 81 82 "Tom"
"286" 82 83 "Mr Gregsbury"
"287" 82 83 "Nicholas Nickleby"
"288" 83 84 "Mr Gregsbury"
"289" 84 85 "Mr Gregsbury"
"290" 84 85 "Mr Pugstyles"
"291" 83 85 "Nicholas Nickleby"
"292" 76 85 "Ralph Nickleby"
"293" 85 86 "Mr Gregsbury"
"294" 81 86 "Newman Noggs"
"295" 85 86 "Nicholas Nickleby"
"296" 81 86 "Smike"
"297" 79 87 "Henrietta Petowker"
"298" 77 87 "Morleena Kenwigs"
"299" 79 87 "Mr Kenwigs"
"300" 79 87 "Mr Lillyvick"
"301" 79 87 "Mrs Kenwigs"
"302" 86 87 "Newman Noggs"
"303" 86 87 "Nicholas Nickleby"
"304" 85 87 "Ralph Nickleby"
"305" 79 87 "The Misses Kenwigses"
"306" 87 88 "Henrietta Petowker"
"307" 87 88 "Morleena Kenwigs"
"308" 87 88 "Mr Lillyvick"
"309" 87 88 "Mrs Kenwigs"
"310" 87 88 "Nicholas Nickleby"
"311" 58 89 "Kate Nickleby"
"312" 55 89 "Madame Mantalini"
"313" 55 89 "Mr Mantalini"
"314" 89 90 "Kate Nickleby"
"315" 89 90 "Madame Mantalini"
"316" 54 90 "Miss Knag"
"317" 89 90 "Mr Mantalini"
"318" 90 91 "Kate Nickleby"
"319" 90 91 "Madame Mantalini"
"320" 90 91 "Miss Knag"
"321" 91 92 "Kate Nickleby"
"322" 91 92 "Madame Mantalini"
"323" 91 92 "Miss Knag"
"324" 57 92 "Mrs Nickleby"
"325" 88 92 "Nicholas Nickleby"
"326" 92 93 "Kate Nickleby"
"327" 92 93 "Madame Mantalini"
"328" 92 93 "Miss Knag"
"329" 93 94 "Kate Nickleby"
"330" 93 94 "Miss Knag"
"331" 92 94 "Mrs Nickleby"
"332" 94 95 "Kate Nickleby"
"333" 94 95 "Miss Knag"
"334" 94 95 "Mr Watkins"
"335" 94 95 "Mrs Nickleby"
"336" 95 96 "Kate Nickleby"
"337" 93 96 "Madame Mantalini"
"338" 95 96 "Miss Knag"
"339" 95 96 "Mortimer Knag"
"340" 95 96 "Mrs Blockson"
"341" 95 96 "Mrs Nickleby"
"342" 96 97 "Kate Nickleby"
"343" 96 97 "Madame Mantalini"
"344" 96 97 "Miss Knag"
"345" 97 98 "Kate Nickleby"
"346" 97 98 "Miss Knag"
"347" 98 99 "Kate Nickleby"
"348" 98 99 "Miss Knag"
"349" 96 99 "Mrs Nickleby"
"350" 87 99 "Ralph Nickleby"
"351" 99 100 "Kate Nickleby"
"352" 57 100 "Miss La Creevy"
"353" 99 100 "Mrs Nickleby"
"354" 87 100 "Newman Noggs"
"355" 99 100 "Ralph Nickleby"
"356" 100 101 "Kate Nickleby"
"357" 100 101 "Ralph Nickleby"
"358" 101 102 "Colonel Chowser"
"359" 101 102 "Kate Nickleby"
"360" 101 102 "Lord Frederick Verisopht"
"361" 101 102 "Mr Pluck"
"362" 101 102 "Mr Pyke"
"363" 101 102 "Mr Snobb"
"364" 101 102 "Ralph Nickleby"
"365" 101 102 "Sir Mulberry Hawk"
"366" 102 103 "Kate Nickleby"
"367" 102 103 "Mr Pluck"
"368" 102 103 "Mr Pyke"
"369" 102 103 "Ralph Nickleby"
"370" 102 103 "Sir Mulberry Hawk"
"371" 103 104 "Kate Nickleby"
"372" 103 104 "Ralph Nickleby"
"373" 103 104 "Sir Mulberry Hawk"
"374" 104 105 "Ralph Nickleby"
"375" 104 106 "Kate Nickleby"
"376" 97 106 "Madame Mantalini"
"377" 99 106 "Miss Knag"
"378" 100 106 "Miss La Creevy"
"379" 92 106 "Nicholas Nickleby"
"380" 106 107 "Kate Nickleby"
"381" 106 107 "Miss La Creevy"
"382" 100 107 "Mrs Nickleby"
"383" 100 107 "Newman Noggs"
"384" 106 107 "Nicholas Nickleby"
"385" 105 107 "Ralph Nickleby"
"386" 107 108 "Kate Nickleby"
"387" 107 108 "Miss La Creevy"
"388" 107 108 "Mrs Nickleby"
"389" 107 108 "Nicholas Nickleby"
"390" 107 108 "Ralph Nickleby"
"391" 108 109 "Kate Nickleby"
"392" 108 109 "Mrs Nickleby"
"393" 108 109 "Nicholas Nickleby"
"394" 108 109 "Ralph Nickleby"
"395" 109 110 "Kate Nickleby"
"396" 109 110 "Nicholas Nickleby"
"397" 109 110 "Ralph Nickleby"
"398" 86 110 "Smike"
"399" 110 111 "Kate Nickleby"
"400" 106 111 "Madame Mantalini"
"401" 106 111 "Miss Knag"
"402" 90 111 "Mr Mantalini"
"403" 111 112 "Kate Nickleby"
"404" 111 112 "Madame Mantalini"
"405" 111 112 "Mr Mantalini"
"406" 82 112 "Tom"
"407" 112 113 "Kate Nickleby"
"408" 112 113 "Madame Mantalini"
"409" 111 113 "Miss Knag"
"410" 112 113 "Mr Mantalini"
"411" 109 113 "Mrs Nickleby"
"412" 110 113 "Ralph Nickleby"
"413" 112 113 "Tom Tix"
"414" 113 114 "Kate Nickleby"
"415" 113 114 "Mrs Nickleby"
"416" 114 115 "Henry Wititterly"
"417" 114 115 "Julia Wititterly"
"418" 114 115 "Kate Nickleby"
"419" 114 115 "Mrs Nickleby"
"420" 115 116 "Kate Nickleby"
"421" 107 116 "Newman Noggs"
"422" 110 116 "Nicholas Nickleby"
"423" 110 116 "Smike"
"424" 116 117 "Nicholas Nickleby"
"425" 116 117 "Smike"
"426" 117 118 "Nicholas Nickleby"
"427" 117 118 "Smike"
"428" 116 119 "Mr Crummles"
"429" 118 119 "Nicholas Nickleby"
"430" 118 119 "Smike"
"431" 119 120 "Mr Crummles"
