"","Character","Node","Type","Appearances"
"289","SimmonsM",115,"Last Appearance",2
"290","SimmonsM",48,"First Appearance",2
"291","SirGodwinLydgateM",266,"Last Appearance",12
"292","SirGodwinLydgateM",126,"First Appearance",12
"293","SirJamesChettamM",3,"First Appearance",64
"294","SirJamesChettamM",309,"Last Appearance",64
"295","SolomonFeatherstoneM",200,"Last Appearance",16
"296","SolomonFeatherstoneM",37,"First Appearance",16
"297","SophyTollerM",236,"Last Appearance",2
"298","SophyTollerM",235,"First Appearance",2
"299","StubbsM",55,"Last Appearance",1
"300","StubbsM",55,"First Appearance",1
"301","TantrippM",289,"Last Appearance",11
"302","TantrippM",12,"First Appearance",11
"303","TeggM",55,"Last Appearance",1
"304","TeggM",55,"First Appearance",1
"305","ThomasTollerM",265,"Last Appearance",10
"306","ThomasTollerM",50,"First Appearance",10
"307","TimothyCooperM",202,"Last Appearance",2
"308","TimothyCooperM",201,"First Appearance",2
"309","TomM",232,"Last Appearance",3
"310","TomM",111,"First Appearance",3
"311","TrappingBassM",300,"Last Appearance",1
"312","TrappingBassM",300,"First Appearance",1
"313","WebbeM",163,"Last Appearance",1
"314","WebbeM",163,"First Appearance",1
"315","WillLadislawM",309,"Last Appearance",92
"316","WillLadislawM",28,"First Appearance",92
"317","WinifredFarebrotherM",217,"Last Appearance",6
"318","WinifredFarebrotherM",60,"First Appearance",6
"319","WrightM",19,"First Appearance",1
"320","WrightM",19,"Last Appearance",1
