"","Character","Node","Type","Appearances"
"64","Mr Cripples",35,"Last Appearance",2
"65","Mr Frederick Dorrit",30,"First Appearance",15
"66","Mr Frederick Dorrit",304,"Last Appearance",15
"67","Mr John Chivery",319,"Last Appearance",25
"68","Mr John Chivery",80,"First Appearance",25
"69","Mr Meagles",319,"Last Appearance",43
"70","Mr Meagles",6,"First Appearance",43
"71","Mr Merdle",312,"Last Appearance",40
"72","Mr Merdle",90,"First Appearance",40
"73","Mr Pancks",51,"First Appearance",53
"74","Mr Pancks",319,"Last Appearance",53
"75","Mr Plornish",283,"Last Appearance",17
"76","Mr Plornish",37,"First Appearance",17
"77","Mr Rugg",316,"Last Appearance",16
"78","Mr Rugg",112,"First Appearance",16
"79","Mr Sparkler",312,"Last Appearance",32
"80","Mr Sparkler",93,"First Appearance",32
"81","Mr Tite Barnacle",37,"First Appearance",9
"82","Mr Tite Barnacle",217,"Last Appearance",9
"83","Mr William Dorrit",22,"First Appearance",76
"84","Mr William Dorrit",295,"Last Appearance",76
"85","Mr Wobbler",42,"First Appearance",1
"86","Mr Wobbler",42,"Last Appearance",1
"87","Mrs Bangham",249,"Last Appearance",7
"88","Mrs Bangham",23,"First Appearance",7
"89","Mrs Captain Barbary",52,"First Appearance",1
"90","Mrs Captain Barbary",52,"Last Appearance",1
"91","Mrs Chivery",80,"First Appearance",6
"92","Mrs Chivery",281,"Last Appearance",6
"93","Mrs Clennam",13,"First Appearance",33
"94","Mrs Clennam",309,"Last Appearance",33
"95","Mrs General",312,"Last Appearance",35
"96","Mrs General",165,"First Appearance",35
"97","Mrs Gowan",210,"Last Appearance",21
"98","Mrs Gowan",118,"First Appearance",21
"99","Mrs Meagles",6,"First Appearance",19
"100","Mrs Meagles",314,"Last Appearance",19
"101","Mrs Merdle",90,"First Appearance",34
"102","Mrs Merdle",312,"Last Appearance",34
"103","Mrs Plornish",314,"Last Appearance",17
"104","Mrs Plornish",50,"First Appearance",17
"105","Mrs Tickit",315,"Last Appearance",7
"106","Mrs Tickit",74,"First Appearance",7
"107","Mrs Tite Barnacle",40,"First Appearance",2
"108","Mrs Tite Barnacle",153,"Last Appearance",2
"109","Physician",95,"First Appearance",5
"110","Physician",273,"Last Appearance",5
"111","Rigaud",2,"First Appearance",47
"112","Rigaud",313,"Last Appearance",47
"113","Slingo",29,"Last Appearance",1
"114","Slingo",29,"First Appearance",1
"115","Tinkler",180,"First Appearance",4
"116","Tinkler",248,"Last Appearance",4
"117","Treasury",93,"First Appearance",5
"118","Treasury",237,"Last Appearance",5
"119","Tudor Stiltstalking",118,"First Appearance",2
"120","Tudor Stiltstalking",154,"Last Appearance",2
