"","Character","Node","Type","Appearances"
"65","KittySkimBH",221,"First Appearance",3
"66","KittySkimBH",308,"Last Appearance",3
"67","KrookBH",20,"First Appearance",29
"68","KrookBH",313,"Last Appearance",29
"69","LadyDedlockBH",4,"First Appearance",66
"70","LadyDedlockBH",325,"Last Appearance",66
"71","LauraSkimpBH",221,"First Appearance",3
"72","LauraSkimpBH",308,"Last Appearance",3
"73","LittleSwillsBH",55,"First Appearance",8
"74","LittleSwillsBH",207,"Last Appearance",8
"75","LizBH",115,"First Appearance",5
"76","LizBH",289,"Last Appearance",5
"77","LordBoodleBH",60,"First Appearance",4
"78","LordBoodleBH",325,"Last Appearance",4
"79","MaltaBagnetBH",279,"Last Appearance",8
"80","MaltaBagnetBH",142,"First Appearance",8
"81","MattBagnetBH",142,"First Appearance",16
"82","MattBagnetBH",279,"Last Appearance",16
"83","MercuryBH",281,"Last Appearance",19
"84","MercuryBH",5,"First Appearance",19
"85","MissDonnyBH",11,"Last Appearance",2
"86","MissDonnyBH",10,"First Appearance",2
"87","MissFliteBH",324,"Last Appearance",27
"88","MissFliteBH",53,"First Appearance",27
"89","MissWiskBH",157,"First Appearance",1
"90","MissWiskBH",157,"Last Appearance",1
"91","MooneyBH",56,"Last Appearance",1
"92","MooneyBH",56,"First Appearance",1
"93","MrBadgerBH",255,"Last Appearance",8
"94","MrBadgerBH",65,"First Appearance",8
"95","MrGrubbleBH",193,"Last Appearance",1
"96","MrGrubbleBH",193,"First Appearance",1
"97","MrGusherBH",40,"First Appearance",2
"98","MrGusherBH",77,"Last Appearance",2
"99","MrJellbyBH",327,"Last Appearance",16
"100","MrJellbyBH",14,"First Appearance",16
"101","MrPardiggleBH",40,"Last Appearance",2
"102","MrPardiggleBH",39,"First Appearance",2
"103","MrQualeBH",157,"Last Appearance",6
"104","MrQualeBH",16,"First Appearance",6
"105","MrRouncewellBH",32,"First Appearance",12
"106","MrRouncewellBH",315,"Last Appearance",12
"107","MrsBadgerBH",153,"Last Appearance",5
"108","MrsBadgerBH",65,"First Appearance",5
"109","MrsBagnetBH",142,"First Appearance",15
"110","MrsBagnetBH",279,"Last Appearance",15
"111","MrsBlinderBH",78,"First Appearance",7
"112","MrsBlinderBH",237,"Last Appearance",7
"113","MrsBucketBH",250,"First Appearance",5
"114","MrsBucketBH",275,"Last Appearance",5
"115","MrsChadbandBH",7,"First Appearance",13
"116","MrsChadbandBH",272,"Last Appearance",13
"117","MrsGuppyBH",48,"First Appearance",4
"118","MrsGuppyBH",321,"Last Appearance",4
"119","MrSnagsbyBH",49,"First Appearance",34
"120","MrSnagsbyBH",301,"Last Appearance",34
"121","MrsPardiggleBH",39,"First Appearance",6
"122","MrsPardiggleBH",238,"Last Appearance",6
"123","MrsPerkinsBH",54,"First Appearance",8
"124","MrsPerkinsBH",207,"Last Appearance",8
"125","MrsPiperBH",54,"First Appearance",8
"126","MrsPiperBH",207,"Last Appearance",8
"127","MrsRouncewellBH",32,"First Appearance",24
"128","MrsRouncewellBH",296,"Last Appearance",24
"129","MrsSkimpoleBH",30,"First Appearance",4
"130","MrsSkimpoleBH",223,"Last Appearance",4
"131","MrsSmallweedBH",107,"First Appearance",10
"132","MrsSmallweedBH",271,"Last Appearance",10
"133","MrsSnagsbyBH",301,"Last Appearance",26
"134","MrsSnagsbyBH",49,"First Appearance",26
"135","MrsWoodcourtBH",90,"First Appearance",9
"136","MrsWoodcourtBH",319,"Last Appearance",9
"137","MrTangleBH",2,"First Appearance",1
"138","MrTangleBH",2,"Last Appearance",1
"139","MrTurveydropBH",70,"First Appearance",17
"140","MrTurveydropBH",327,"Last Appearance",17
"141","MsBarbaryBH",8,"First Appearance",4
"142","MsBarbaryBH",281,"Last Appearance",4
"143","NemoBH",20,"First Appearance",10
"144","NemoBH",272,"Last Appearance",10
"145","OswaldParBH",39,"First Appearance",2
"146","OswaldParBH",40,"Last Appearance",2
"147","PeepyJellby",15,"First Appearance",18
"148","PeepyJellby",327,"Last Appearance",18
"149","PefferBH",49,"First Appearance",1
"150","PefferBH",49,"Last Appearance",1
"151","PhilSquodBH",112,"First Appearance",13
"152","PhilSquodBH",325,"Last Appearance",13
"153","PollyBH",103,"First Appearance",2
"154","PollyBH",105,"Last Appearance",2
"155","PrinceTurveyBH",71,"First Appearance",17
"156","PrinceTurveyBH",254,"Last Appearance",17
"157","PriscillaBH",17,"First Appearance",2
"158","PriscillaBH",19,"Last Appearance",2
"159","ProfDingoBH",87,"Last Appearance",4
"160","ProfDingoBH",65,"First Appearance",4
"161","QuebecBagnetBH",142,"First Appearance",8
"162","QuebecBagnetBH",279,"Last Appearance",8
"163","RevChadbandBH",272,"Last Appearance",10
"164","RevChadbandBH",97,"First Appearance",10
"165","RosaBH",316,"Last Appearance",10
"166","RosaBH",33,"First Appearance",10
"167","SirDedlockBH",325,"Last Appearance",71
"168","SirDedlockBH",4,"First Appearance",71
"169","SkimpoleBH",26,"First Appearance",34
"170","SkimpoleBH",309,"Last Appearance",34
"171","SladderyBH",293,"Last Appearance",2
"172","SladderyBH",5,"First Appearance",2
"173","ThomasBH",211,"Last Appearance",1
"174","ThomasBH",211,"First Appearance",1
"175","TomNeckettBH",327,"Last Appearance",9
"176","TomNeckettBH",79,"First Appearance",9
"177","TulkinghornBH",5,"First Appearance",61
"178","TulkinghornBH",300,"Last Appearance",61
"179","VholesBH",323,"Last Appearance",22
"180","VholesBH",198,"First Appearance",22
"181","VolumniaDedBH",326,"Last Appearance",17
"182","VolumniaDedBH",145,"First Appearance",17
"183","WattRouncewellBH",316,"Last Appearance",5
"184","WattRouncewellBH",33,"First Appearance",5
"185","WoolwichBagnetBH",142,"First Appearance",10
"186","WoolwichBagnetBH",277,"Last Appearance",10
