"","Character","Node","Type","Appearances"
"78","MissMicawberDC",298,"Last Appearance",6
"79","MissMowcherDC",317,"Last Appearance",7
"80","MissMowcherDC",122,"First Appearance",7
"81","MissShepherdDC",100,"First Appearance",2
"82","MissShepherdDC",312,"Last Appearance",2
"83","MithersDC",123,"Last Appearance",1
"84","MithersDC",123,"First Appearance",1
"85","MrChestleDC",102,"Last Appearance",1
"86","MrChestleDC",102,"First Appearance",1
"87","MrChillipDC",310,"Last Appearance",11
"88","MrChillipDC",3,"First Appearance",11
"89","MrCreakleDC",317,"Last Appearance",18
"90","MrCreakleDC",29,"First Appearance",18
"91","MrDickDC",320,"Last Appearance",47
"92","MrDickDC",73,"First Appearance",47
"93","MrDollobyDC",69,"Last Appearance",1
"94","MrDollobyDC",69,"First Appearance",1
"95","MrGrayperDC",120,"Last Appearance",2
"96","MrGrayperDC",50,"First Appearance",2
"97","MrGulpidgeDC",139,"Last Appearance",1
"98","MrGulpidgeDC",139,"First Appearance",1
"99","MrGummidgeDC",167,"Last Appearance",5
"100","MrGummidgeDC",15,"First Appearance",5
"101","MrHSpikerDC",139,"Last Appearance",2
"102","MrHSpikerDC",138,"First Appearance",2
"103","MrJoramDC",295,"Last Appearance",10
"104","MrJoramDC",48,"First Appearance",10
"105","MrJorkinsDC",208,"Last Appearance",9
"106","MrJorkinsDC",130,"First Appearance",9
"107","MrLarkinsDC",101,"First Appearance",1
"108","MrLarkinsDC",101,"Last Appearance",1
"109","MrMellDC",323,"Last Appearance",11
"110","MrMellDC",28,"First Appearance",11
"111","MrMicawberDC",59,"First Appearance",53
"112","MrMicawberDC",323,"Last Appearance",53
"113","MrMillsDC",181,"First Appearance",3
"114","MrMillsDC",219,"Last Appearance",3
"115","MrMurdstoneDC",8,"First Appearance",32
"116","MrMurdstoneDC",310,"Last Appearance",32
"117","MrOmerDC",272,"Last Appearance",10
"118","MrOmerDC",48,"First Appearance",10
"119","MrPassnidgeDC",9,"First Appearance",1
"120","MrPassnidgeDC",9,"Last Appearance",1
"121","MrQuinionDC",8,"First Appearance",8
"122","MrQuinionDC",67,"Last Appearance",8
"123","MrsChillipDC",310,"First Appearance",1
"124","MrsChillipDC",310,"Last Appearance",1
"125","MrsCreakleDC",47,"Last Appearance",5
"126","MrsCreakleDC",29,"First Appearance",5
"127","MrsCrewlerDC",219,"First Appearance",2
"128","MrsCrewlerDC",307,"Last Appearance",2
"129","MrsCruppDC",132,"First Appearance",18
"130","MrsCruppDC",199,"Last Appearance",18
"131","MrsFibbitsonDC",28,"First Appearance",1
"132","MrsFibbitsonDC",28,"Last Appearance",1
"133","MrsGrayperDC",120,"Last Appearance",2
"134","MrsGrayperDC",9,"First Appearance",2
"135","MrsGulpidgeDC",139,"Last Appearance",1
"136","MrsGulpidgeDC",139,"First Appearance",1
"137","MrsGummidgeDC",12,"First Appearance",32
"138","MrsGummidgeDC",322,"Last Appearance",32
"139","MrSharpDC",31,"First Appearance",5
"140","MrSharpDC",47,"Last Appearance",5
"141","MrsHeepDC",96,"First Appearance",10
"142","MrsHeepDC",281,"Last Appearance",10
"143","MrsHSpikerDC",139,"Last Appearance",2
"144","MrsHSpikerDC",138,"First Appearance",2
"145","MrsMarklehamDC",90,"First Appearance",12
"146","MrsMarklehamDC",324,"Last Appearance",12
"147","MrsMellDC",33,"First Appearance",1
"148","MrsMellDC",33,"Last Appearance",1
"149","MrsMicawberDC",60,"First Appearance",39
"150","MrsMicawberDC",301,"Last Appearance",39
"151","MrSpenlowDC",222,"Last Appearance",26
"152","MrSpenlowDC",130,"First Appearance",26
"153","MrsSteerforthDC",110,"First Appearance",13
"154","MrsSteerforthDC",296,"Last Appearance",13
"155","MrsWaterbrookDC",138,"First Appearance",2
"156","MrsWaterbrookDC",139,"Last Appearance",2
"157","MrTiffeyDC",143,"First Appearance",7
"158","MrTiffeyDC",206,"Last Appearance",7
"159","MrWaterbrookDC",149,"Last Appearance",4
"160","MrWaterbrookDC",136,"First Appearance",4
"161","MrWickfieldDC",82,"First Appearance",35
"162","MrWickfieldDC",312,"Last Appearance",35
"163","RevCrewlerDC",325,"Last Appearance",4
"164","RevCrewlerDC",219,"First Appearance",4
"165","RosaDartleDC",324,"Last Appearance",25
"166","RosaDartleDC",110,"First Appearance",25
"167","SarahCrewlerDC",220,"Last Appearance",3
"168","SarahCrewlerDC",184,"First Appearance",3
"169","SophyCrewlerDC",325,"Last Appearance",16
"170","SophyCrewlerDC",183,"First Appearance",16
"171","SteerforthDC",295,"Last Appearance",68
"172","SteerforthDC",30,"First Appearance",68
"173","TippDC",67,"Last Appearance",3
"174","TippDC",62,"First Appearance",3
"175","TomJonesDC",21,"Last Appearance",1
"176","TomJonesDC",21,"First Appearance",1
"177","TommyTraddlesDC",325,"Last Appearance",73
"178","TommyTraddlesDC",29,"First Appearance",73
"179","TopsawyerDC",25,"Last Appearance",1
"180","TopsawyerDC",25,"First Appearance",1
"181","TungayDC",38,"Last Appearance",5
"182","TungayDC",32,"First Appearance",5
"183","UriahDC",317,"Last Appearance",49
"184","UriahDC",83,"First Appearance",49
"185","WilliamDC",106,"Last Appearance",1
"186","WilliamDC",106,"First Appearance",1
"187","YawlerDC",150,"First Appearance",1
"188","YawlerDC",150,"Last Appearance",1
