"","Character","Node","Type","Appearances"
"94","Mr Grubble",193,"First Appearance",1
"95","Mr Gusher",77,"Last Appearance",2
"96","Mr Gusher",40,"First Appearance",2
"97","Mr Jellby",14,"First Appearance",16
"98","Mr Jellby",327,"Last Appearance",16
"99","Mr Pardiggle",40,"Last Appearance",2
"100","Mr Pardiggle",39,"First Appearance",2
"101","Mr Quale",157,"Last Appearance",6
"102","Mr Quale",16,"First Appearance",6
"103","Mr Rouncewell",315,"Last Appearance",12
"104","Mr Rouncewell",32,"First Appearance",12
"105","Mr Skimpole",26,"First Appearance",34
"106","Mr Skimpole",309,"Last Appearance",34
"107","Mr Snagsby",301,"Last Appearance",34
"108","Mr Snagsby",49,"First Appearance",34
"109","Mr Tangle",2,"First Appearance",1
"110","Mr Tangle",2,"Last Appearance",1
"111","Mr Tulkinghorn",5,"First Appearance",61
"112","Mr Tulkinghorn",300,"Last Appearance",61
"113","Mr Turveydrop",70,"First Appearance",17
"114","Mr Turveydrop",327,"Last Appearance",17
"115","Mrs Badger",65,"First Appearance",5
"116","Mrs Badger",153,"Last Appearance",5
"117","Mrs Bagnet",142,"First Appearance",15
"118","Mrs Bagnet",279,"Last Appearance",15
"119","Mrs Blinder",78,"First Appearance",7
"120","Mrs Blinder",237,"Last Appearance",7
"121","Mrs Bucket",250,"First Appearance",5
"122","Mrs Bucket",275,"Last Appearance",5
"123","Mrs Chadband",7,"First Appearance",13
"124","Mrs Chadband",272,"Last Appearance",13
"125","Mrs Guppy",48,"First Appearance",4
"126","Mrs Guppy",321,"Last Appearance",4
"127","Mrs Pardiggle",39,"First Appearance",6
"128","Mrs Pardiggle",238,"Last Appearance",6
"129","Mrs Perkins",54,"First Appearance",8
"130","Mrs Perkins",207,"Last Appearance",8
"131","Mrs Piper",54,"First Appearance",8
"132","Mrs Piper",207,"Last Appearance",8
"133","Mrs Rouncewell",296,"Last Appearance",24
"134","Mrs Rouncewell",32,"First Appearance",24
"135","Mrs Skimpole",30,"First Appearance",4
"136","Mrs Skimpole",223,"Last Appearance",4
"137","Mrs Smallweed",107,"First Appearance",10
"138","Mrs Smallweed",271,"Last Appearance",10
"139","Mrs Snagsby",49,"First Appearance",26
"140","Mrs Snagsby",301,"Last Appearance",26
"141","Mrs Woodcourt",90,"First Appearance",9
"142","Mrs Woodcourt",319,"Last Appearance",9
"143","Oswald Pardiggle",39,"First Appearance",2
"144","Oswald Pardiggle",40,"Last Appearance",2
"145","Peepy Jellby",15,"First Appearance",18
"146","Peepy Jellby",327,"Last Appearance",18
"147","Peffer",49,"First Appearance",1
"148","Peffer",49,"Last Appearance",1
"149","Phil Squod",112,"First Appearance",13
"150","Phil Squod",325,"Last Appearance",13
"151","Polly",103,"First Appearance",2
"152","Polly",105,"Last Appearance",2
"153","Prince Turvey",71,"First Appearance",17
"154","Prince Turvey",254,"Last Appearance",17
"155","Priscilla",17,"First Appearance",2
"156","Priscilla",19,"Last Appearance",2
"157","Professor Dingo",65,"First Appearance",4
"158","Professor Dingo",87,"Last Appearance",4
"159","Quebec Bagnet",279,"Last Appearance",8
"160","Quebec Bagnet",142,"First Appearance",8
"161","Reverend Chadband",97,"First Appearance",10
"162","Reverend Chadband",272,"Last Appearance",10
"163","Richard Carstone",328,"Last Appearance",92
"164","Richard Carstone",12,"First Appearance",92
"165","Rosa",316,"Last Appearance",10
"166","Rosa",33,"First Appearance",10
"167","Sir Dedlock",325,"Last Appearance",71
"168","Sir Dedlock",4,"First Appearance",71
"169","Sladdery",5,"First Appearance",2
"170","Sladdery",293,"Last Appearance",2
"171","Thomas",211,"Last Appearance",1
"172","Thomas",211,"First Appearance",1
"173","Tom Neckett",327,"Last Appearance",9
"174","Tom Neckett",79,"First Appearance",9
"175","Vholes",323,"Last Appearance",22
"176","Vholes",198,"First Appearance",22
"177","Volumnia Dedlock",145,"First Appearance",17
"178","Volumnia Dedlock",326,"Last Appearance",17
"179","Watt Rouncewell",316,"Last Appearance",5
"180","Watt Rouncewell",33,"First Appearance",5
"181","William Buffy",325,"Last Appearance",7
"182","William Buffy",60,"First Appearance",7
"183","William Guppy",321,"Last Appearance",45
"184","William Guppy",14,"First Appearance",45
"185","Woolwich Bagnet",142,"First Appearance",10
"186","Woolwich Bagnet",277,"Last Appearance",10
