"","Character","Node","Type","Appearances"
"87","Mrs Bangham",293,"Last Appearance",8
"88","Mrs Bangham",27,"First Appearance",8
"89","Mrs Captain Barbary",63,"First Appearance",1
"90","Mrs Captain Barbary",63,"Last Appearance",1
"91","Mrs Chivery",94,"First Appearance",7
"92","Mrs Chivery",330,"Last Appearance",7
"93","Mrs Clennam",15,"First Appearance",37
"94","Mrs Clennam",361,"Last Appearance",37
"95","Mrs General",365,"Last Appearance",37
"96","Mrs General",196,"First Appearance",37
"97","Mrs Gowan",248,"Last Appearance",24
"98","Mrs Gowan",139,"First Appearance",24
"99","Mrs Meagles",7,"First Appearance",19
"100","Mrs Meagles",367,"Last Appearance",19
"101","Mrs Merdle",106,"First Appearance",34
"102","Mrs Merdle",365,"Last Appearance",34
"103","Mrs Plornish",367,"Last Appearance",19
"104","Mrs Plornish",61,"First Appearance",19
"105","Mrs Tickit",369,"Last Appearance",6
"106","Mrs Tickit",88,"First Appearance",6
"107","Mrs Tite Barnacle",48,"First Appearance",2
"108","Mrs Tite Barnacle",181,"Last Appearance",2
"109","Physician",112,"First Appearance",6
"110","Physician",322,"Last Appearance",6
"111","Rigaud",2,"First Appearance",57
"112","Rigaud",367,"Last Appearance",57
"113","Slingo",34,"Last Appearance",1
"114","Slingo",34,"First Appearance",1
"115","Tinkler",213,"First Appearance",5
"116","Tinkler",291,"Last Appearance",5
"117","Treasury",111,"First Appearance",5
"118","Treasury",279,"Last Appearance",5
"119","Tudor Stiltstalking",140,"First Appearance",2
"120","Tudor Stiltstalking",182,"Last Appearance",2
