"","Character","Node","Type","Appearances"
"60","MissPeecherOMF",79,"First Appearance",10
"61","MrBoffinOMF",304,"Last Appearance",94
"62","MrBoffinOMF",17,"First Appearance",94
"63","MrDollsOMF",87,"First Appearance",9
"64","MrDollsOMF",271,"Last Appearance",9
"65","MrGrompusOMF",49,"First Appearance",1
"66","MrGrompusOMF",49,"Last Appearance",1
"67","MrInspectorOMF",298,"Last Appearance",14
"68","MrInspectorOMF",9,"First Appearance",14
"69","MrPodsnapOMF",233,"Last Appearance",17
"70","MrPodsnapOMF",6,"First Appearance",17
"71","MrRiahOMF",298,"Last Appearance",30
"72","MrRiahOMF",100,"First Appearance",30
"73","MrsBoffinOMF",18,"First Appearance",76
"74","MrsBoffinOMF",304,"Last Appearance",76
"75","MrsMilveyOMF",279,"Last Appearance",12
"76","MrsMilveyOMF",37,"First Appearance",12
"77","MrsPodsnapOMF",303,"Last Appearance",13
"78","MrsPodsnapOMF",3,"First Appearance",13
"79","MrsSprodgkinOMF",277,"Last Appearance",1
"80","MrsSprodgkinOMF",277,"First Appearance",1
"81","MrsSwoshleOMF",76,"First Appearance",1
"82","MrsSwoshleOMF",76,"Last Appearance",1
"83","MrsVeneering",3,"First Appearance",23
"84","MrsVeneering",303,"Last Appearance",23
"85","MrsWilferOMF",12,"First Appearance",24
"86","MrsWilferOMF",299,"Last Appearance",24
"87","MrVeneering",303,"Last Appearance",33
"88","MrVeneering",3,"First Appearance",33
"89","MrVenusOMF",28,"First Appearance",30
"90","MrVenusOMF",293,"Last Appearance",30
"91","MrWilferOMF",12,"First Appearance",36
"92","MrWilferOMF",298,"Last Appearance",36
"93","PleasantOMF",129,"First Appearance",10
"94","PleasantOMF",290,"Last Appearance",10
"95","PoddlesOMF",73,"Last Appearance",2
"96","PoddlesOMF",72,"First Appearance",2
"97","RevFrankMilveyOMF",294,"Last Appearance",12
"98","RevFrankMilveyOMF",37,"First Appearance",12
"99","RRiderhoodOMF",22,"First Appearance",42
"100","RRiderhoodOMF",304,"Last Appearance",42
"101","SloppyOMF",71,"First Appearance",22
"102","SloppyOMF",300,"Last Appearance",22
"103","SnigsworthOMF",231,"Last Appearance",11
"104","SnigsworthOMF",3,"First Appearance",11
"105","SophroniaOMF",304,"Last Appearance",36
"106","SophroniaOMF",41,"First Appearance",36
"107","TheTapkinsOMF",76,"First Appearance",1
"108","TheTapkinsOMF",76,"Last Appearance",1
"109","ToddlesOMF",72,"First Appearance",2
"110","ToddlesOMF",73,"Last Appearance",2
"111","TomTootleOMF",23,"First Appearance",4
"112","TomTootleOMF",165,"Last Appearance",4
"113","TwemlowOMF",303,"Last Appearance",26
"114","TwemlowOMF",3,"First Appearance",26
"115","WeggOMF",16,"First Appearance",39
"116","WeggOMF",293,"Last Appearance",39
"117","WilliamsOMF",164,"First Appearance",2
"118","WilliamsOMF",165,"Last Appearance",2
"119","WrayburnOMF",4,"First Appearance",69
"120","WrayburnOMF",302,"Last Appearance",69
